"name","longitude","latitude","prov","date","key"
"Canis latrans",-72.54305,42.327972,"gbif",2018-01-15,1831191656
"Canis latrans",-81.031333,28.569383,"gbif",2018-01-27,1806365932
"Canis latrans",-94.490203,33.516454,"gbif",2018-02-07,1807320551
"Canis latrans",-94.707243,31.33151,"gbif",2018-02-16,1831217544
"Canis latrans",-99.239502,34.078643,"gbif",2018-02-04,1836645365
"Canis latrans",-116.765156,32.699829,"gbif",2018-02-07,1807323580
"Canis latrans",-88.728333,41.954444,"gbif",2018-02-26,1839203893
"Canis latrans",-99.181399,19.098722,"gbif",2018-02-22,1831086925
"Canis latrans",-111.045044,32.25527,"gbif",2018-02-07,1831165197
"Canis latrans",-111.025209,32.272739,"gbif",2018-02-14,1831188828
"Canis latrans",-79.364805,43.633697,"gbif",2018-02-13,1831196524
"Canis latrans",-98.60187,33.729084,"gbif",2018-02-05,1807314029
"Canis latrans",-116.956138,32.74443,"gbif",2018-02-20,1831219231
"Canis latrans",-121.985678,47.742322,"gbif",2018-02-14,1831188552
"Canis latrans",-72.850696,41.875916,"gbif",2018-02-03,1837100387
"Canis latrans",-88.924742,37.361584,"gbif",2018-02-18,1831208015
"Canis latrans",-111.025239,32.271589,"gbif",2018-02-14,1831190987
"Canis latrans",-99.272461,34.09684,"gbif",2018-02-26,1836645647
"Canis latrans",-122.71265,47.075927,"gbif",2018-02-22,1831094419
"Canis latrans",-120.450017,34.824675,"gbif",2018-02-17,1847648699
"Canis latrans",-72.836058,43.876205,"gbif",2018-02-24,1836700731
"Canis latrans",-99.277954,34.087742,"gbif",2018-02-23,1836645594
"Canis latrans",-117.107512,32.543028,"gbif",2018-02-03,1831178345
"Canis latrans",-93.195628,45.39947,"gbif",2018-02-10,1831173993
"Canis latrans",-96.990869,32.607289,"gbif",2018-02-14,1831095680
"Canis latrans",-94.403036,33.560325,"gbif",2018-02-23,1836645940
"Canis latrans",-89.504275,43.023675,"gbif",2018-02-03,1807303287
"Canis latrans",-112.116053,25.266886,"gbif",2018-02-10,1831170189
"Canis latrans",-116.707157,32.666443,"gbif",2018-02-05,1807323530
"Canis latrans",-116.667814,32.721941,"gbif",2018-02-05,1807323557
"Canis latrans",-122.141566,37.943213,"gbif",2018-02-22,1831227169
"Canis latrans",-81.649325,41.416268,"gbif",2018-02-06,1807318130
"Canis latrans",-112.214557,40.958085,"gbif",2018-02-10,1831099358
"Canis latrans",-79.721977,43.762756,"gbif",2018-02-25,1831238895
"Canis latrans",-92.991146,44.96854,"gbif",2018-02-03,1836602429
"Canis latrans",-122.47783,37.787328,"gbif",2018-02-17,1836639771
"Canis latrans",-120.741524,35.32377,"gbif",2018-02-23,1837077285
"Canis latrans",-121.643832,38.56334,"gbif",2018-02-18,1831209381
"Canis latrans",-99.272461,34.092291,"gbif",2018-02-03,1836645951
"Canis latrans",-111.021812,32.266013,"gbif",2018-02-13,1831186890
"Canis latrans",-99.239502,34.105937,"gbif",2018-02-03,1836645396
"Canis latrans",-100.235953,24.42033,"gbif",2018-02-02,1807300927
"Canis latrans",-122.605728,37.957222,"gbif",2018-02-27,1836599053
"Canis latrans",-71,41.5,"gbif",2018-02-11,1835234361
"Canis latrans",-88.790591,42.008063,"gbif",2018-02-15,1831202462
"Canis latrans",-99.278558,34.068809,"gbif",2018-02-03,1836645885
"Canis latrans",-75.847592,45.256008,"gbif",2018-02-17,1831202985
"Canis latrans",-122.20327,37.937462,"gbif",2018-02-03,1807305760
"Canis latrans",-121.052677,38.880898,"gbif",2018-02-19,1831216064
"Canis latrans",-99.277954,34.092291,"gbif",2018-02-12,1836646050
"Canis latrans",-99.283447,34.105937,"gbif",2018-02-15,1836646083
"Canis latrans",-110.846652,32.543816,"gbif",2018-02-05,1836662033
"Canis latrans",-122.473289,37.803272,"gbif",2018-02-21,1831092710
"Canis latrans",-121.740517,38.544907,"gbif",2018-02-20,1847497528
"Canis latrans",-87.971218,43.27122,"gbif",2018-02-16,1831239566
"Canis latrans",-94.707243,31.33151,"gbif",2018-02-28,1883456561
"Canis latrans",-99.255981,34.09684,"gbif",2018-02-20,1836646093
"Canis latrans",-99.255981,34.105937,"gbif",2018-02-03,1836645465
"Canis latrans",-111.022941,32.268505,"gbif",2018-02-14,1831200188
"Canis latrans",-99.261475,34.101389,"gbif",2018-02-22,1836646162
"Canis latrans",-99.277954,34.110486,"gbif",2018-02-28,1836646210
"Canis latrans",-79.321375,43.643777,"gbif",2018-02-17,1831202298
"Canis latrans",-122.063679,37.315151,"gbif",2018-02-13,1831101561
"Canis latrans",-112.738759,32.268672,"gbif",2018-02-14,1831216954
"Canis latrans",-83.074555,36.287758,"gbif",2018-02-05,1807312067
"Canis latrans",-118.258233,34.104053,"gbif",2018-02-15,1831189586
"Canis latrans",-112.138137,25.179982,"gbif",2018-02-10,1831169683
"Canis latrans",-111.02286,32.268471,"gbif",2018-02-14,1831188818
"Canis latrans",-116.322834,33.190259,"gbif",2018-02-26,1836567312
"Canis latrans",-122.467062,37.789419,"gbif",2018-02-02,1807326714
"Canis latrans",-121.228336,36.773139,"gbif",2018-02-12,1831180815
"Canis latrans",-109.716026,30.24221,"gbif",2018-02-17,1831209930
"Canis latrans",-96.990397,32.606349,"gbif",2018-02-16,1831211122
"Canis latrans",-99.261475,34.09684,"gbif",2018-02-27,1836646240
"Canis latrans",-114.69026,33.28739,"gbif",2018-02-10,1831173025
"Canis latrans",-111.019768,32.264999,"gbif",2018-02-13,1831182838
"Canis latrans",-99.272461,34.078643,"gbif",2018-02-01,1836645378
"Canis latrans",-87.971066,43.272052,"gbif",2018-02-23,1831239424
"Canis latrans",-116.911421,34.243896,"gbif",2018-02-23,1841298512
"Canis latrans",-116.324432,33.189013,"gbif",2018-02-26,1836569307
"Canis latrans",-98.384191,26.179758,"gbif",2018-02-21,1831223001
"Canis latrans",-99.277954,34.087742,"gbif",2018-02-21,1836645522
"Canis latrans",-102.953482,29.18062,"gbif",2018-02-17,1836615546
"Canis latrans",-118.040473,34.015585,"gbif",2018-02-03,1807321292
"Canis latrans",-121.770658,37.209496,"gbif",2018-02-10,1831180459
"Canis latrans",-122.604046,37.902807,"gbif",2018-02-21,1831221757
"Canis latrans",-106.692673,35.187053,"gbif",2018-02-02,1807307200
"Canis latrans",-96.996318,32.613722,"gbif",2018-02-18,1831210466
"Canis latrans",-93.198531,45.406307,"gbif",2018-02-10,1831174226
"Canis latrans",-73.24538,44.499033,"gbif",2018-02-11,1831172847
"Canis latrans",-96.990869,32.607289,"gbif",2018-02-22,1831095516
"Canis latrans",-99.283447,34.09684,"gbif",2018-02-23,1836645547
"Canis latrans",-79.87745,43.476026,"gbif",2018-02-24,1836579202
"Canis latrans",-99.283447,34.092291,"gbif",2018-02-27,1836646196
"Canis latrans",-122.610173,37.917458,"gbif",2018-02-25,1831239557
"Canis latrans",-78.025379,40.55207,"gbif",2018-02-26,1831092043
"Canis latrans",-96.969743,33.05962,"gbif",2018-02-19,1831216416
"Canis latrans",-118.504318,34.127739,"gbif",2018-02-17,1831200430
"Canis latrans",-118.112673,34.08681,"gbif",2018-02-17,1831202264
"Canis latrans",-119.93865,37.451551,"gbif",2018-02-16,1831226428
"Canis latrans",-120.053526,47.874307,"gbif",2018-02-14,1831218160
"Canis latrans",-99.28894,34.101389,"gbif",2018-02-14,1836646013
"Canis latrans",-89.441714,43.043814,"gbif",2018-02-21,1831224757
"Canis latrans",-75.847979,45.255555,"gbif",2018-02-17,1831203065
"Canis latrans",-117.804318,34.199677,"gbif",2018-02-03,1807313184
"Canis latrans",-118.187155,34.092525,"gbif",2018-02-07,1807326017
"Canis latrans",-111.024951,32.270734,"gbif",2018-02-14,1831190834
"Canis latrans",-121.468825,43.75429,"gbif",2018-02-18,1831206885
"Canis latrans",-99.28894,34.074093,"gbif",2018-02-18,1836645532
"Canis latrans",-99.261475,34.092291,"gbif",2018-02-03,1836645495
"Canis latrans",-99.191187,19.088432,"gbif",2018-02-09,1831179365
"Canis latrans",-99.266968,34.101389,"gbif",2018-02-19,1836646184
"Canis latrans",-122.203242,37.937453,"gbif",2018-02-03,1807305874
"Canis latrans",-118.302637,34.146106,"gbif",2018-02-03,1807306458
"Canis latrans",-99.244995,34.105937,"gbif",2018-02-05,1836645496
"Canis latrans",-99.272461,34.101389,"gbif",2018-02-26,1836645627
"Canis latrans",-99.277954,34.087742,"gbif",2018-02-19,1836646148
"Canis latrans",-75.346524,45.512879,"gbif",2018-02-18,1831086023
"Canis latrans",-123.740559,39.165519,"gbif",2018-02-02,1807303276
"Canis latrans",-88.012515,43.041667,"gbif",2018-02-14,1831186159
"Canis latrans",-122.058297,36.991474,"gbif",2018-02-16,1831197863
"Canis latrans",-122.486762,37.989701,"gbif",2018-02-17,1831208723
"Canis latrans",-116.557321,33.778057,"gbif",2018-02-11,1831177514
"Canis latrans",-99.272461,34.101389,"gbif",2018-02-22,1836645613
"Canis latrans",-111.025221,32.271626,"gbif",2018-02-14,1831200142
"Canis latrans",-112.20503,41.08313,"gbif",2018-02-10,1838042797
"Canis latrans",-120.243041,39.431801,"gbif",2018-02-01,1807298257
"Canis latrans",-86.430695,35.181439,"gbif",2018-02-04,1838044219
"Canis latrans",-88.06098,41.814591,"gbif",2018-02-07,1807322353
"Canis latrans",-117.109184,32.541713,"gbif",2018-02-03,1831178146
"Canis latrans",-99.239502,34.087742,"gbif",2018-02-17,1836645494
"Canis latrans",-86.961617,32.385447,"gbif",2018-02-27,1831092944
"Canis latrans",-73.257394,44.355892,"gbif",2018-02-02,1807299603
"Canis latrans",-121.136155,35.603011,"gbif",2018-02-18,1831089900
"Canis latrans",-122.273369,37.926561,"gbif",2018-02-10,1831170356
"Canis latrans",-122.971835,38.065314,"gbif",2018-02-07,1831227324
"Canis latrans",-112.108184,24.777117,"gbif",2018-02-25,1831236575
"Canis latrans",-122.655959,54.442987,"gbif",2018-02-12,1831094644
"Canis latrans",-96.70711,33.088809,"gbif",2018-02-15,1836667416
"Canis latrans",-111.020869,32.265857,"gbif",2018-02-13,1831182656
"Canis latrans",-99.272461,34.101389,"gbif",2018-02-24,1836646189
"Canis latrans",-121.718216,38.59165,"gbif",2018-02-28,1836568428
"Canis latrans",-99.261475,34.078643,"gbif",2018-02-17,1836645500
"Canis latrans",-79.100704,42.602042,"gbif",2018-02-04,1807320284
"Canis latrans",-104.885138,39.812258,"gbif",2018-02-17,1831200652
"Canis latrans",-90.234344,34.766349,"gbif",2018-02-24,1831089575
"Canis latrans",-89.479403,43.039889,"gbif",2018-02-28,1831094985
"Canis latrans",-100.909939,25.027789,"gbif",2018-02-23,1831088549
"Canis latrans",-102.297946,28.366302,"gbif",2018-02-03,1847613918
"Canis latrans",-89.536479,43.021204,"gbif",2018-02-14,1831199085
"Canis latrans",-117.318604,33.945575,"gbif",2018-02-08,1807328812
"Canis latrans",-72.54305,42.327972,"gbif",2018-02-03,1831191491
"Canis latrans",-99.250488,34.09684,"gbif",2018-02-05,1836645446
"Canis latrans",-82.123664,39.495003,"gbif",2018-02-21,1836700796
