Easting,Northing
2941230.542,2517863.499
2941152.165,2517379.309
2941152.165,2517379.309
2941152.165,2517379.309
2972993.433,2631741.604
2985449.145,2900820.292
2986519.818,2897467.244
2966474.384,2840707.507
2950083.658,2589661.03
2951415.499,2597073.877
2908182.75,2568368.199
2908453.894,2587960.956
2986896.655,2655057.248
2986419.172,2655347.836
2985983.216,2655534.63
2986257.212,2655812.825
2985372.857,2656036.944
2981171.277,2656185.985
2980000.46,2656584.416
2980577.576,2656285.561
2831654.419,2662939.447
2832280.433,2664126.569
2987469.158,2733884.829
2963596.179,2626449.8
2962865.673,2629118.795
2966886.994,2648495.944
2978274.467,2632248.418
2976705.3,2632680.193
2974384.783,2633726.342
2976813.273,2635179.254
2977269.909,2634639.582
2976813.273,2635179.254
2977344.642,2635536.261
2976705.3,2632680.193
2976630.619,2635395.122
2904765.334,2579190.776
2790984.816,2538706.26
2796301.308,2572455.653
2786782.793,2571757.311
2787599.723,2572540.301
2910506.467,2473894.699
2910006.699,2474140.101
2934489.233,2473863.222
2898235.602,2475906.05
2898294.439,2476089.794
2898225.943,2476161.218
2936768.522,2474585.304
2902517.227,2476491.367
2936299.914,2474835.014
2935440.433,2474892.97
2923234.266,2479192.076
2923095.832,2479264.955
2923953.845,2482760.999
2923969.463,2482790.663
2924594.774,2483052.479
2924538.693,2483238.602
2924537.805,2502933.048
2938428.932,2521633.383
2940326.344,2521543.161
2940581.439,2521787.661
2940535.718,2521988.558
2939859.601,2523102.506
2938189.401,2524007.642
2938532.947,2524180.289
2938783.808,2524224.947
2938785.929,2524324.868
2938389.429,2524483.231
2937840.926,2524544.856
2898816.912,2530071.939
2941290.119,2529269.909
2894250.168,2531618.696
2940355.756,2529989.526
2941804.584,2529958.72
2895963.042,2532232.291
2941910.877,2530256.351
2940314.294,2530390.267
2941130.651,2531172.623
2941630.246,2531161.996
2942280.781,2531198.14
2942231.885,2531249.163
2940441.841,2531687.099
2893609.94,2534432.068
2943048.238,2532031.504
2895480.009,2534442.354
2896111.792,2534528.928
2896063.942,2534629.936
2943254.452,2532327.005
2894816.733,2534756.414
2896415.876,2534722.453
2940363.181,2532688.424
2896126.652,2535228.552
2941378.326,2533416.557
2940783.063,2533629.157
2940684.207,2533681.244
2941039.243,2533923.6
2941424.893,2534195.291
2940509.894,2534884.538
2940516.277,2535184.299
2940618.325,2535282.092
2943321.463,2535474.43
2937782.28,2535892.304
2937853.077,2535930.783
2943325.72,2535674.267
2945924.639,2535668.881
2943430.96,2535921.934
2943483.048,2536020.788
2943984.767,2536110.063
2943437.346,2536221.689
2943987.96,2536259.939
2944038.984,2536308.834
2944389.761,2536351.341
2943991.155,2536409.817
2945739.709,2536372.557
2944446.108,2536650.03
2946593.259,2536554.29
2944149.548,2536806.294
2949294.171,2536646.664
2945540.531,2536876.614
2941771.596,2537096.883
2949396.215,2536744.448
2942157.564,2537148.637
2945752.486,2536972.058
2949147.493,2536799.731
2945063.714,2537486.552
2942767.726,2537635.456
2947870.963,2537876.532
2944782.067,2538342.243
2898210.517,2541533.694
2944304.851,2539402.036
2944109.276,2539606.134
2943860.545,2539661.421
2943718.127,2540014.333
2943872.268,2540210.973
2943324.846,2540322.615
2944132.722,2540705.237
2943539.606,2541017.785
2947034.594,2540843.242
2942442.626,2541141.155
2944640.842,2541094.251
2943244.114,2541224.019
2943703.344,2541664.06
2942155.66,2541747.07
2943556.665,2541817.137
2947451.321,2541634.044
2946454.287,2541755.29
2947056.987,2541892.367
2946440.702,2542055.467
2942169.521,2542396.551
2946464.951,2542254.875
2946371.434,2542556.76
2947370.604,2542535.426
2942481.012,2542939.711
2943083.73,2543076.791
2943084.796,2543126.751
2942687.251,2543235.205
2944437.97,2543297.788
2942996.61,2543678.443
2945193.758,2543581.54
2945895.318,2543666.522
2944900.406,2543887.697
2945201.228,2543931.254
2945503.116,2544024.771
2944806.89,2544189.587
2944408.282,2544248.083
2944209.511,2544302.311
2945408.533,2544276.699
2945808.205,2544268.162
2944017.144,2544656.297
2943718.453,2544712.658
2947213.453,2544538.031
2942041.162,2545748.146
2942642.818,2545835.257
2943292.298,2545821.379
2943442.177,2545818.177
2947436.773,2545632.848
2943543.164,2545866.001
2942807.645,2546531.496
2942957.525,2546528.293
2947005.3,2546491.755
2939725.038,2547297.143
2943371.087,2547169.229
2947573.003,2547329.301
2940884.818,2547772.192
2941184.582,2547765.784
2947481.633,2547731.107
2941690.596,2548054.867
2946340.06,2548105.394
2942651.594,2548584.134
2943159.744,2548973.132
2942013.862,2549147.589
2942964.178,2549177.247
2942217.979,2549343.156
2945630.216,2549969.916
2946788.901,2550394.959
2946341.407,2550504.501
2947742.396,2550574.477
2946298.933,2550855.286
2939061.087,2551310.079
2947050.458,2550939.162
2947951.857,2551019.828
2974895.985,2649933.103
2974888.345,2649949.792
2824046.395,2672396.453
2831096.947,2678595.72
2830757.64,2679237.475
2816945.962,2708951.487
2817664.213,2708935.891
2817341.925,2708980.92
2817742.065,2708972.231
2817176.563,2709016.537
2817646.161,2709026.356
2816628.673,2709088.483
2817444.133,2709078.783
2817268.527,2709103.614
2817497.281,2709129.672
2817349.827,2709621.275
2817257.097,2709683.339
2817100.345,2709746.792
2817059.199,2709787.72
2817261.442,2709883.41
2819530.434,2709843.127
2819611.549,2709891.405
2817706.967,2709982.823
2819523.474,2709983.392
2817270.202,2710102.401
2819785.713,2710537.153
2819966.21,2710553.247
2818680.344,2710700.288
2819988.044,2710682.879
2820096.015,2710999.795
2892602.879,2498141.63
2886924.932,2473427.915
2904025.875,2473570.278
2898033.571,2473895.544
2913542.878,2474471.075
2899260.056,2475169.715
2888574.285,2475793.228
2890273.393,2475757.677
2893076.075,2475899.015
2922863.676,2475575.833
2902793.549,2476795.535
2904296.83,2476964.044
2924189.918,2476847.727
2902425.164,2478303.009
2930719.091,2483109.057
2888084.042,2485802.688
2891592.673,2486229.042
2888400.659,2486595.982
2936585.8,2486384.867
2931300.438,2486995.597
2891351.563,2489033.829
2890483.523,2490551.915
2933948.763,2489339.2
2919794.811,2500833.582
2917534.296,2502680.773
2910345.368,2503132.22
2905754.568,2503528.918
2910360.113,2503831.772
2927939.525,2503061.275
2905473.711,2504434.687
2908880.027,2504762.804
2924765.051,2504227.894
2926665.772,2504287.78
2910593.698,2505426.536
2941154.307,2522875.108
2940395.247,2524790.531
2941109.53,2525475.114
2945306.059,2525385.997
2896279.852,2533025.494
2897545.003,2536098.341
2895056.964,2536651.16
2942518.923,2535341.578
2897389.716,2538201.449
2905989.109,2538218.575
2903394.872,2538473.723
2943858.311,2537212.356
2947866.345,2547023.141
2947594.373,2548328.474
2925717.174,2482943.978
2922265.726,2484735.852
2924981.949,2485068.781
2925162.027,2485075.001
2919942.254,2485494.393
2925746.843,2485312.663
2920679.289,2485838.84
2925375.923,2485740.32
2921984.242,2486091.391
2923901.751,2486950.911
2920934.36,2487513.047
2926470.368,2487396.865
2925610.388,2488814.505
2925725.343,2489052.021
2925145.087,2489983.94
2926253.516,2490400.53
2920879.916,2493012.747
2922317.937,2493412.405
2911144.854,2503115.37
2909188.266,2505156.23
2910208.707,2506134.519
2907231.675,2507197.134
2910182.583,2509634.401
2926050.915,2475009.323
2884312.579,2482382.011
2924192.508,2481746.283
2899546.277,2484062.473
2898986.447,2485973.949
2886714.12,2487231.322
2905197.435,2486543.543
2892725.631,2487805.108
2894124.864,2487775.743
2903621.475,2487676.428
2906128.339,2488023.747
2890273.136,2490056.379
2896571.781,2490024.105
2893134.611,2492995.976
2923426.002,2492859.257
2891279.758,2495134.756
2919647.597,2493838.448
2903522.588,2511474.74
2905261.677,2513337.707
2941352.023,2522770.95
2939274.926,2523814.665
2943207.809,2525430.557
2896407.636,2529623.098
2942867.575,2528236.743
2895744.061,2531337.019
2941009.481,2530175.555
2938749.573,2532022.996
2945244.382,2536583.037
2943752.005,2536914.73
2948357.273,2565256.073
2931008.4,2576236.502
2930999.268,2576276.691
2930406.126,2576589.402
2930447.928,2576673.485
2927933.145,2562935.451
2928117.523,2563141.45
2927904.653,2529754.32
2938785.929,2524324.868
2940326.344,2521543.161
2951600.712,2554934.398
2950542.987,2542917.747
2950014.708,2553362.347
2942280.781,2531198.14
2942231.885,2531249.163
2943048.238,2532031.504
2943254.452,2532327.005
2944017.144,2544656.297
2927107.285,2472937.852
2904309.163,2475164.087
2930943.074,2474707.095
2894095.396,2476827.582
2902489.546,2476601.928
2924102.536,2477449.385
2921514.847,2478003.403
2900670.177,2480439.44
2893779.326,2480833.758
2892289.566,2481314.922
2917972.038,2483076.323
2922751.185,2484525.726
2889650.37,2488969.552
2897863.696,2489647.022
2894470.856,2489968.233
2930969.974,2490301.461
2921948.082,2493890.054
2909944.007,2500691.152
2912770.149,2504330.855
2916570.786,2504400.688
2906205.942,2505968.986
2908633.964,2507317.522
2911069.349,2509015.796
2939252.664,2522765.507
2942962.259,2525635.698
2898944.426,2531369.094
2938930.286,2531119.457
2897041.116,2533559.281
2896860.248,2536812.826
2904993.946,2538439.714
2943996.477,2536659.612
2935868.907,2537582.531
2909461.499,2539294.535
2943998.836,2541457.825
2941736.944,2543205.51
2943403.757,2544019.625
2902499.613,2472302.392
2927107.285,2472937.852
2936067.134,2473550.343
2904309.163,2475164.087
2918143.973,2474574.82
2900217.869,2475549.623
2930943.074,2474707.095
2894095.396,2476827.582
2902489.546,2476601.928
2897700.705,2477102.086
2891608.259,2477429.58
2924102.536,2477449.385
2921514.847,2478003.403
2887771.008,2480409.677
2900670.177,2480439.44
2893779.326,2480833.758
2892289.566,2481314.922
2921467.224,2480503.731
2926023.367,2480858.174
2917972.038,2483076.323
2931038.761,2484052.047
2922751.185,2484525.726
2903575.7,2487877.356
2889650.37,2488969.552
2922074.047,2487988.994
2903505.131,2489278.61
2896513.414,2489625.38
2897863.696,2489647.022
2894470.856,2489968.233
2914687.931,2490943.395
2925226.37,2490522.077
2930969.974,2490301.461
2921948.082,2493890.054
2919319.903,2494895.073
2922334.061,2497980.837
2909944.007,2500691.152
2929050.754,2501238.399
2925228.873,2502518.593
2930745.846,2503401.981
2912770.149,2504330.855
2916570.786,2504400.688
2923082.08,2505013.183
2906205.942,2505968.986
2908633.964,2507317.522
2911069.349,2509015.796
2939252.664,2522765.507
2940906.631,2522980.327
2942962.259,2525635.698
2898944.426,2531369.094
2938930.286,2531119.457
2897041.116,2533559.281
2896860.248,2536812.826
2935826.344,2535584.066
2897644.893,2538446.001
2904993.946,2538439.714
2943996.477,2536659.612
2899863.876,2539348.727
2901063.208,2539323.22
2909461.499,2539294.535
2946570.989,2537854.27
2909603.983,2541291.197
2943998.836,2541457.825
2941736.944,2543205.51
2943403.757,2544019.625
2943901.664,2548607.384
2952097.817,2553087.448
2941290.119,2529269.909
2893779.326,2480833.758
2892289.566,2481314.922
2910279.925,2457042.78
2908679.882,2457026.089
2817341.925,2708980.92
2817742.065,2708972.231
2817444.133,2709078.783
2817257.097,2709683.339
2817059.199,2709787.72
2817261.442,2709883.41
2909605.379,2455857.047
2909556.15,2449159.329
2908984.617,2449321.17
2909594.21,2449788.422
2909143.642,2449997.743
2909811.761,2450153.834
2910166.852,2450161.455
2908989.331,2450510.855
2909612.79,2450682.869
2908204.343,2451466.995
2907961.05,2451547.036
2907837.164,2451599.602
2904787.601,2452557.836
2904091.045,2455121.916
2938785.929,2524324.868
2915768.155,2454129.213
2911208.894,2448825.069
2904113.919,2456221.265
2907046.498,2457809.951
2910335.059,2459691.115
2942442.626,2541141.155
2942155.66,2541747.07
2918705.603,2460766.51
2940884.818,2547772.192
2941690.596,2548054.867
2944304.851,2539402.036
2943718.127,2540014.333
2943539.606,2541017.785
2911570.538,2458525.617
2946371.434,2542556.76
2944900.406,2543887.697
2944806.89,2544189.587
2944209.511,2544302.311
2943718.453,2544712.658
2905897.195,2457833.876
2905795.171,2457975.977
2941910.877,2530256.351
2944132.722,2540705.237
2944640.842,2541094.251
2904802.849,2462655.866
2905135.18,2464448.635
2941424.893,2534195.291
2941771.596,2537096.883
2898210.517,2541533.694
2945540.531,2536876.614
2945752.486,2536972.058
2902867.842,2453997.537
2940363.181,2532688.424
2945063.714,2537486.552
2919134.487,2459757.826
2941804.584,2529958.72
2924537.805,2502933.048
2920695.991,2467523.291
2916754.837,2460707.163
2919373.894,2461652.365
2942157.564,2537148.637
2896415.876,2534722.453
2896126.652,2535228.552
2907208.937,2456006.888
2908958.746,2463214.116
2908814.153,2463472.081
2909333.619,2463451.253
2940326.344,2521543.161
2947668.406,2542125.894
2948244.087,2543603.358
2941184.582,2547765.784
2940847.674,2548372.789
2924217.379,2461401.517
2925297.918,2461106.09
2919906.866,2463240.856
2939061.087,2551310.079
2952545.696,2552448.143
2951765.642,2552714.119
2951873.585,2552805.364
2913353.223,2450980.092
2903461.917,2452755.371
2904015.854,2452948.822
2903704.873,2453380.222
2941130.651,2531172.623
2941630.246,2531161.996
2940441.841,2531687.099
2924255.05,2470398.195
2924212.378,2470509.055
2924052.922,2470772.311
2925763.355,2470816.566
2923836.002,2470916.802
2925006.285,2468073.171
2902779.887,2454864.237
2913467.845,2449278.067
2925063.757,2468431.868
2925851.804,2470264.879
2902474.311,2454305.678
2901610.252,2453623.752
2947034.594,2540843.242
2946440.702,2542055.467
2900401.471,2457998.291
2895963.042,2532232.291
2901712.205,2456121.27
2900780.434,2456990.542
2942231.885,2531249.163
2899974.65,2456707.356
2922205.366,2467991.661
2895480.009,2534442.354
2896111.792,2534528.928
2896063.942,2534629.936
2940355.756,2529989.526
2940314.294,2530390.267
2937853.077,2535930.783
2904016.464,2456823.198
2896063.942,2534629.936
2945193.758,2543581.54
2945201.228,2543931.254
2944017.144,2544656.297
2951790.394,2552411.163
2951898.629,2553104.145
2942041.162,2545748.146
2937782.28,2535892.304
2903200.886,2457989.996
2912240.296,2452752.857
2946464.951,2542254.875
2902194.189,2457661.009
2901998.467,2457865.054
2902618.927,2458851.983
2893609.94,2534432.068
2901482.166,2454676.266
2901482.166,2454676.266
2901482.166,2454676.266
2938532.947,2524180.289
2783740.252,2637727.228
2902455.487,2458205.485
2785367.811,2634290.465
2785404.141,2635990.673
2792186.454,2637553.623
2792262.942,2639351.019
2787068.01,2634254.134
2798606.528,2626918.555
2797470.308,2627310.05
2800492.445,2627243.394
2785331.487,2632590.267
2794060.49,2642552.413
2940535.718,2521988.558
2939859.601,2523102.506
2938189.401,2524007.642
2938783.808,2524224.947
2938389.429,2524483.231
2937840.926,2524544.856
2793451.553,2629011.844
2787358.948,2647856.022
2924312.091,2467862.721
2923809.443,2468208.116
2908203.904,2463214.855
2908110.422,2463286.791
2798759.168,2613650.723
2800103.157,2629389.83
2938428.932,2521633.383
2800509.372,2618631.737
2796289.517,2618875.983
2923959.335,2468204.988
2822989.653,2669430.466
2818942.205,2675221.542
2818764.059,2677626.965
2830123.054,2670777.052
2823457.03,2673923.147
2826771.991,2677753.858
2906769.608,2456515.942
2910727.862,2448530.114
2910606.26,2448692.608
2910653.514,2448801.607
2790887.783,2649241.356
2789282.654,2652224.589
2817568.067,2710176.998
2908105.216,2458237.829
2908105.216,2458237.829
2907569.918,2458458.936
2907562.832,2459078.972
2907630.495,2459447.496
2910713.771,2449055.306
2898816.912,2530071.939
2910739.516,2448609.857
2910900.436,2448896.461
2909322.093,2449684.094
2909434.102,2449781.749
2909050.776,2450099.653
2909339.13,2450263.633
2909703.415,2449751.16
2909324.792,2449814.014
2906478.077,2459321.523
2909315.939,2449869.187
2912937.11,2456212.649
2905747.195,2457112.122
2905609.263,2464168.794
2940509.894,2534884.538
2940516.277,2535184.299
2942157.564,2537148.637
2944782.067,2538342.243
2905810.582,2463274.749
2944389.761,2536351.341
2944446.108,2536650.03
2944149.548,2536806.294
2894816.733,2534756.414
2943321.463,2535474.43
2943437.346,2536221.689
2942767.726,2537635.456
2905148.794,2463183.565
2905014.709,2463226.354
2905278.823,2463425.813
2905104.345,2463449.446
2944782.067,2538342.243
2949465.195,2534854.467
2949909.531,2535368.773
2949171.948,2535781.703
2949304.352,2536522.774
2947822.336,2535594.11
2947752.003,2535951.029
2948382.613,2535697.52
2949158.789,2535983.39
2948718.636,2535518.878
2918335.039,2464333.355
2932515.941,2574744.354
2948103.722,2567410.799
2909244.205,2457719.211
2948747.827,2567147.024
2948205.792,2567508.57
2894250.168,2531618.696
2943244.114,2541224.019
2926936.035,2462814.459
2926603.987,2463191.268
2926408.714,2463415.272
2925852.766,2463601.806
2925229.787,2464409.561
2945895.318,2543666.522
2945408.533,2544276.699
2945808.205,2544268.162
2948123.074,2568310.082
2945924.639,2535668.881
2945739.709,2536372.557
2946593.259,2536554.29
2949254.556,2536526.953
2949362.505,2536618.185
2949294.171,2536646.664
2949117.709,2536688.876
2949396.215,2536744.448
2949147.493,2536799.731
2947910.808,2537843.217
2947870.963,2537876.532
2913832.594,2449510.444
2915324.568,2449765.403
2914513.129,2450506.096
2923946.957,2464256.353
2946340.06,2548105.394
2921894.81,2466523.537
2922796.74,2464710.213
2947451.321,2541634.044
2907316.935,2459993.93
2795810.457,2629322.594
2947005.3,2546491.755
2948546.428,2546615.472
2948617.103,2546860.274
2948073.531,2546956.003
2946454.287,2541755.29
2947370.604,2542535.426
2951848.539,2552506.583
2952554.044,2552547.737
2952072.772,2552788.667
2951890.281,2553004.552
2942642.818,2545835.257
2942807.645,2546531.496
2942957.525,2546528.293
2947573.003,2547329.301
2947481.633,2547731.107
2945630.216,2549969.916
2918761.198,2451422.634
2917855.842,2451876.337
2917337.849,2451967.079
2917985,2450633.947
2917553.772,2451532.695
2796738.486,2624856.42
2798156.863,2625214.291
2945193.758,2543581.54
2913441.687,2448258.822
2913291.539,2448731.841
2922381.451,2462532.461
2923075.211,2462721.95
2925921.482,2468813.849
2922604.043,2461939.982
2923085.476,2462974.668
2923876.373,2463268.101
2922724.178,2464106.89
2925242.332,2445294.704
2941378.326,2533416.557
2940783.063,2533629.157
2940684.207,2533681.244
2941039.243,2533923.6
2918412.828,2454624.102
2917815.507,2454986.438
2940618.325,2535282.092
2918831.516,2454325.468
2918465.016,2455258.863
2919659.517,2456402.733
2943325.72,2535674.267
2943430.96,2535921.934
2943483.048,2536020.788
2943984.767,2536110.063
2943987.96,2536259.939
2944038.984,2536308.834
2943991.155,2536409.817
2792441.207,2631828.968
2792635.569,2632636.259
2784314.429,2637860.045
2784992.282,2638021.66
2785059.039,2638055.255
2919659.517,2456402.733
2790755.328,2651325.488
2787391.134,2648097.484
2788100.018,2648258.416
2787682.238,2648514.515
2787543.484,2648623.551
2787664.599,2649326.399
2790705.913,2651307.535
2920549.022,2462392.689
2946533.458,2566444.909
2946583.419,2566443.834
2941747.916,2567047.661
2946094.558,2566954.186
2946349.735,2567198.616
2946065.018,2567904.516
2924988.284,2461695.371
2925613.873,2461732.327
2925553.5,2461953.521
2925447.956,2460966.004
2924060.41,2461064.88
2924868.473,2461702.865
2943292.298,2545821.379
2943543.164,2545866.001
2912067.924,2458885.186
2922475.16,2459207.403
2922533.805,2459287.161
2800671.18,2624935.398
2798090.563,2628242.275
2797943.762,2628395.495
2824046.395,2672396.453
2831096.947,2678595.72
2830757.64,2679237.475
2816945.962,2708951.487
2817664.213,2708935.891
2817176.563,2709016.537
2817646.161,2709026.356
2816628.673,2709088.483
2817268.527,2709103.614
2817497.281,2709129.672
2817349.827,2709621.275
2817100.345,2709746.792
2819530.434,2709843.127
2819611.549,2709891.405
2817706.967,2709982.823
2819523.474,2709983.392
2817270.202,2710102.401
2819785.713,2710537.153
2819966.21,2710553.247
2818680.344,2710700.288
2819988.044,2710682.879
2820096.015,2710999.795
2926279.5,2441021.401
2925356.429,2441633.347
2922445.942,2443503.15
2920042.457,2457269.547
2903189.973,2462265.556
2902651.628,2462580.731
2916235.954,2446807.137
2926159.736,2465618.815
2905073.99,2465349.76
2904828.691,2464135.08
2904772.688,2464326.217
2911155.787,2459973.962
2925438.479,2462910.642
2925083.216,2463372.914
2924922.084,2463556.221
2936768.522,2474585.304
2936299.914,2474835.014
2935440.433,2474892.97
2923967.071,2469054.588
2923597.11,2469147.287
2928295.874,2464265.674
2934489.233,2473863.222
2903357.311,2470284.788
2947742.396,2550574.477
2947050.458,2550939.162
2947951.857,2551019.828
2946788.901,2550394.959
2946341.407,2550504.501
2946298.933,2550855.286
2781442.95,2642226.005
2943703.344,2541664.06
2943556.665,2541817.137
2942169.521,2542396.551
2942481.012,2542939.711
2943083.73,2543076.791
2943084.796,2543126.751
2942687.251,2543235.205
2942996.61,2543678.443
2910506.467,2473894.699
2910006.699,2474140.101
2945895.318,2543666.522
2945408.533,2544276.699
2945808.205,2544268.162
2944109.276,2539606.134
2943860.545,2539661.421
2943872.268,2540210.973
2943324.846,2540322.615
2942651.594,2548584.134
2943159.744,2548973.132
2942013.862,2549147.589
2942964.178,2549177.247
2942217.979,2549343.156
2949804.158,2547262.185
2951668.729,2549763.59
2943818.956,2563404.253
2943868.917,2563403.18
2902547.34,2550790.425
2950544.288,2550108.598
2941844.273,2559897.76
2943254.981,2560417.315
2911127.818,2454065.724
2928042.143,2578240.006
2917679.244,2452759.798
2918297.106,2453866.691
2916669.583,2452764.783
2939725.038,2547297.143
2947056.987,2541892.367
2947213.453,2544538.031
2942169.521,2542396.551
2944408.282,2544248.083
2945503.116,2544024.771
2947436.773,2545632.848
2943371.087,2547169.229
2926600.089,2566973.211
2914580.887,2446545.537
2944437.97,2543297.788
2947819.104,2544520.222
2918761.613,2451442.62
2924594.774,2483052.479
2924538.693,2483238.602
2902517.227,2476491.367
2898235.602,2475906.05
2898225.943,2476161.218
2898235.602,2475906.05
2898294.439,2476089.794
2898225.943,2476161.218
2923953.845,2482760.999
2923969.463,2482790.663
2923845.391,2482833.253
2923850.898,2483572.928
2923234.266,2479192.076
2923095.832,2479264.955
2909200.518,2453215.966
2920384.048,2464310.633
2920242.586,2464478.539
2926274.491,2480438.037
2906757.946,2461765.262
2906600.793,2461852.523
2916108.276,2453417.303
2899706.598,2472855.701
2899748.472,2473184.779
2913328.507,2450030.804
2912996.805,2450667.562
2900278.723,2473678.62
2900051.573,2473813.351
2948615.147,2563301.201
2916187.796,2453635.6
2789624.564,2634726.782
2789624.564,2634726.782
2788871.521,2636944.144
2789823.517,2634672.5
2788869.383,2636844.133
2788969.394,2636841.993
2789620.288,2634526.76
2788869.383,2636844.133
2788969.394,2636841.993
2925245.03,2443495.144
2922999.012,2465780.701
2788869.383,2636844.133
2898014.014,2530873.892
2897352.075,2532192.81
2898014.014,2530873.892
2923568.068,2464784.107
2947287.162,2566628.632
2947929.685,2568614.145
2781128.165,2642338.798
2915150.54,2446293.772
2922417.326,2450077.033
2922312.3,2451518.836
2896280.914,2533075.467
2895631.881,2531469.388
2907306.369,2453240.348
2907198.098,2453322.584
2907714.125,2453616.802
2907889.727,2454128.058
2907894.828,2454132.952
2923680.261,2462972.271
2922718.236,2463102.287
2925155.561,2461326.992
2924983.183,2461690.48
2923936.744,2461847.239
2924132.229,2461873.158
2925600.655,2461337.716
2923854.511,2461978.915
2922996.267,2462771.583
2922325.388,2462960.515
2906874.992,2455333.955
2927497.536,2469365.777
2922634.551,2460524.73
2919665.807,2465105.408
2925104.872,2460813.195
2908982.929,2453570.425
2921557.802,2461146.994
2921683.753,2461434.294
2908994.17,2453630.18
2921052.161,2466146.219
2920938.283,2466198.581
2920963.266,2466198.06
2920928.603,2466213.779
2920929.02,2466233.765
2924720.752,2477181.522
2798079.353,2623039.841
2954317.303,2637283.89
2957145.6,2637519.855
2957188.082,2637837.31
2955428.647,2637981.794
2927334.078,2479001.274
2954488.973,2639345.98
2955642.978,2638146.512
2929035.738,2479105.606
2927113.865,2466309.706
2928562.891,2466044.557
2928428.2,2466057.363
2928563.517,2466074.535
2928424.662,2466127.415
2928146.225,2466198.203
2928317.454,2466259.612
2928475.152,2466391.281
2927467.558,2469366.403
2954256.975,2619705.304
2955468.926,2619804.861
2954995.726,2618941.578
2954447.893,2619589.082
2955261.397,2619721.86
2907524.389,2455310.447
2978477.436,2650340.258
2978614.4,2650780.333
2978647.578,2651178.884
2980490.841,2651627.41
2902039.939,2455774.499
2902025.571,2455804.793
2923554.732,2463904.629
2922601.558,2464219.417
2790739.337,2649411.639
2787608.095,2650379.27
2790709.686,2650362.864
2790859.711,2650359.649
2790760.766,2650411.801
2832551.727,2672266.363
2832472.541,2672306.1
2832288.469,2672400.142
2832560.848,2672410.251
2832550.54,2672442.493
2832386.106,2672473.071
2832620.589,2672489.003
2832495.13,2672609.792
2832592.638,2672676.72
2832674.142,2672743.995
2832718.535,2672807.07
2832655.568,2672856.463
2832721.201,2672930.085
2832642.231,2672979.825
2832697.318,2673074.688
2833001.473,2674273.815
2833060.52,2674320.564
2832987.898,2674386.177
2833041.946,2674433.034
2833348.708,2673305.717
2833402.192,2673326.57
2833317.875,2673360.418
2833382.447,2673385.033
2833296.674,2673397.898
2833105.235,2673429.064
2833436.385,2673426.889
2833144.281,2673476.246
2833389.658,2673486.937
2833197.981,2673507.101
2833342.346,2673519.982
2833267.791,2673542.611
2916926.179,2444897.247
2917556.075,2444899.184
2917426.265,2444906.875
2917488.09,2444995.572
2902093.616,2473925.629
2901915.603,2474019.337
2902103.811,2475130.229
2902624.277,2476829.072
2916840.716,2444874.025
2903377.131,2476493.37
2903730.266,2476645.955
2903641.262,2476692.809
2901190.593,2468750.285
2902484.22,2466538.612
2931597.091,2478732.09
2931526.309,2478693.585
2973209.974,2637686.593
2972616.349,2637786.211
2913900.804,2446534.651
2914697.119,2447088.009
2914496.132,2448001.986
2914558.997,2448140.651
2895862.246,2534549.227
2903431.092,2469748.333
2903417.053,2470033.58
2903009.712,2470397.032
2903573.28,2469375.422
2902833.042,2470315.736
2903104.864,2470405.043
2948125.225,2568410.002
2933492.952,2483575.737
2934265.313,2483939.416
2934264.204,2483409.622
2905346.964,2475067.394
2905556.94,2475068
2924101.347,2490505.72
2924036.225,2490737.023
2924054.428,2495645.264
2978178.472,2650967.115
2927940.372,2555806.91
2925922.353,2490102.576
2925118.654,2490629.309
2906356.326,2477195.898
2906153.23,2477285.133
2906473.032,2477278.44
2933222.727,2482606.733
2897613.243,2476983.933
2896150.175,2476589.604
2896721.005,2476632.652
2929328.09,2459491.642
2931114.111,2489548.677
2932067.239,2490188.443
2932460.799,2490839.957
2790738.479,2649371.633
2904451.17,2475261.1
2906325.802,2474542.01
2928581.942,2481304.426
2927349.624,2482130.001
2930392.667,2479457.077
2929418.849,2479737.383
2928816.529,2481049.59
2928591.097,2481264.247
2928176.645,2481522.852
2928191.034,2481732.486
2927351.508,2482219.934
2920363.171,2495063.084
2949635.089,2567986.717
2949645.095,2568106.231
2971075.932,2644585.86
2970976.302,2644594.156
2971383.121,2644660.604
2971632.156,2645241.801
2971897.825,2645420.325
2971275.194,2644569.269
2971175.563,2644577.565
2903244.19,2482320.211
2898227.984,2465012.652
2960082.315,2628147.025
2928789.99,2491696.834
2928700.898,2491738.694
2961103.221,2626808.064
2960516.312,2627408.686
2963187.346,2627562.23
2930115.626,2491509.029
2960292.178,2628330.154
2976223.405,2647367.624
2975799.89,2648305.817
2975853.855,2648351.487
2975858.002,2648401.304
2976605.353,2647135.17
2975708.55,2648413.747
2976157.075,2645968.59
2926442.667,2487982.272
2925316.328,2488140.875
2925332.261,2488185.528
2925367.97,2488219.768
2926384.914,2488088.453
2926337.268,2488914.21
2961103.221,2626808.064
2918516.661,2467528.777
2897431.081,2462279.623
2898368.059,2462620.042
2943556.771,2569807.915
2944258.386,2569892.784
2944160.613,2569994.858
2900046.755,2475973.143
2900366.569,2475966.451
2918622.618,2495966.476
2901387.775,2458307.707
2903075.952,2458712.486
2903197.338,2458779.947
2898610.856,2459493.389
2900432.568,2459539.429
2900474.753,2459596.542
