"Rep1" "Rep2" "Rep3" "Rep4" "Rep5" "Rep6" "Rep7" "Rep8" "Rep9" "Rep10" "Rep11" "Rep12" "Rep13" "Rep14" "Rep15" "Rep16" "Rep17" "Rep18" "Rep19" "Rep20"
"1" -0.236979569868989 -0.292524917205951 0.634598058547386 0.532047568036749 0.589961850202947 -1.46494733964408 0.784009797731262 0.850332456345376 0.576787474128069 0.245212490407377 -0.251180853203177 -2.28207238166288 0.532309075990747 -1.1001018959694 0.499333359118317 0.397181617301493 -2.23063534441404 -1.41082567541694 0.698463730520902 -1.41928922795467
"2" -0.632727868213054 -0.26542562308234 0.0350543738047807 -0.166206234264908 -0.971787678317665 -1.58472239785281 -0.0734461821159341 0.380195192184765 -0.751067933209792 0.127254280746707 -0.590652666943637 -0.725918226639579 0.566937209103687 0.546960874865102 0.542658540574135 0.689015756456265 0.533581447741628 0.148370863879709 0.473351659760526 0.367962531908891
"3" -0.00861559875212622 0.631717661874453 0.634598058547386 0.709345998520908 0.637690458573518 0.741061818948583 0.784009797731262 0.850332456345376 0.605454575220804 0.844431504251688 0.885852725419401 0.670727943274549 0.644918704087287 0.794368816125986 0.486375528787015 0.637977264758759 0.051475530775205 0.213402091552383 0.624693341018625 0.868556749412955
"4" -2.55189685094189 0.843283406694826 0.634598058547386 0.709345998520908 0.678233162179511 0.717984854206195 0.784009797731262 0.850332456345376 0.605454575220804 0.844431504251688 -0.213217772875682 -1.12911796372468 0.711408208503202 -0.206065818139007 0.705220752633684 0.32624410919068 0.165518357269038 0.0627825137509643 -0.635886746439665 -0.700087451781447
"5" -1.867883336452 -0.948116744590973 0.634598058547386 -0.494327983069768 0.678233162179511 -2.4276164415944 0.784009797731262 -0.31646753669519 0.605454575220804 -1.39060188593416 -0.370895724207055 -0.826875206429895 0.230002744945108 -0.480695168600313 0.536265413808606 0.370949006153189 -0.0973088464545511 0.82545362978275 0.372731917888705 -0.620632971603929
"6" -1.58085286886974 0.238175278502385 -0.932626834633875 0.587480482170993 -0.618525001779721 0.753489324080002 0.784009797731262 0.849385423700382 0.548260764078456 0.844431504251688 0.806389662728557 -1.45166475661485 0.286907859208267 -2.61004111014477 0.225892923889804 -1.41443103526782 0.304055550256924 -1.67193618927043 0.201588999324236 -1.45035435797288
"7" -1.3307846191113 -0.563348195313787 -0.0496426984773519 0.708870149872773 0.678233162179511 0.753489324080002 0.784009797731262 0.850332456345376 0.605454575220804 0.844431504251688 1.31916726072652 -0.363348222787875 0.465919776496436 -1.75384896270564 0.463359900107956 -1.20779334692519 0.668257559993473 -0.903823930269725 0.579133683599994 -1.01912120448964
"8" 1.49643622506494 -1.42241938561728 -1.19488374947309 0.585273647499325 -0.165153913628403 0.753489324080002 0.784009797731262 0.850332456345376 0.604309834991271 0.844431504251688 1.23683412827598 0.602915448126626 0.434206856247393 -1.29958512652862 0.17062259234585 0.0403466695268643 0.46863562681101 -1.46975530366241 0.477223828102846 0.0822018446782568
"9" 0.565910371392008 0.316348776579881 -1.08148161767051 0.654885470568691 -1.09289617166296 0.753489324080002 0.00146147996264373 0.850332456345376 0.59491972642315 0.627860429878984 1.26119674361035 0.957266121058903 0.453073167760617 -0.347424686592545 0.390133611509678 -0.0828325463779464 0.515657046615389 0.932462776238014 0.369857485552382 -0.902063979256522
"10" 0.0119341119990511 0.846456264704003 -2.42909936464487 0.52856490781655 -2.05298768134689 0.753489324080002 -0.743958694821387 0.850332456345376 -0.404686833947483 -0.281950890549994 0.928158770498349 -0.0934412545191109 -0.530222189312509 -2.15593923019319 0.197075365580894 -0.999440658370984 0.439597851975836 -0.806216970379092 0.149370454512763 -1.53177654072301
